5TN5 UllevålStadion-Forskningsparken
5TN5 Forskningsparken-Blindern
5TN5 Forskningsparken-Blindern
5TN5 Blindern-Majorstuen
5TN5 Blindern-Majorstuen
5TN5 Majorstuen-Nationaltheatret
5TN5 Majorstuen-Nationaltheatret
5TN5 Majorstuen-Nationaltheatret
5TN5 Majorstuen-Nationaltheatret
5TN5 Majorstuen-Nationaltheatret
5TN5 Nationaltheatret-Stortinget
5TN5 Nationaltheatret-Stortinget
5TN5 Nationaltheatret-Stortinget
5TN5 Nationaltheatret-Stortinget
5TN5 Nationaltheatret-Stortinget
5TN5 Stortinget-Jernbanetorget
5TN5 Stortinget-Jernbanetorget
5TN5 Stortinget-Jernbanetorget
5TN5 Stortinget-Jernbanetorget
5TN5 Stortinget-Jernbanetorget
5TN5 Jernbanetorget-Grønland
5TN5 Jernbanetorget-Grønland
5TN5 Jernbanetorget-Grønland
5TN5 Jernbanetorget-Grønland
5TN5 Jernbanetorget-Grønland
5TN5 Grønland-Tøyen
5TN5 Grønland-Tøyen
5TN5 Grønland-Tøyen
5TN5 Grønland-Tøyen
5TN5 Grønland-Tøyen
5TN5 Tøyen-CarlBernersPlass
5TN5 CarlBernersPlass-Hasle
5TN5 Hasle-Økern
5TN5 Økern-Risløkka
5TN5 Økern-Risløkka
5TN5 Risløkka-Vollebekk
5TN5 Risløkka-Vollebekk
5TN5 Vollebekk-Linderud
5TN5 Vollebekk-Linderud
5TN5 Linderud-Veitvet
5TN5 Linderud-Veitvet
5TN5 Veitvet-Rødtvet
5TN5 Veitvet-Rødtvet
5TN5 Rødtvet-Kalbakken
5TN5 Rødtvet-Kalbakken
5TN5 Kalbakken-Ammerud
5TN5 Kalbakken-Ammerud
5TN5 Ammerud-Grorud
5TN5 Ammerud-Grorud
5TN5 Grorud-Romsås
5TN5 Grorud-Romsås
5TN5 Romsås-Rommen
5TN5 Romsås-Rommen
5TN5 Rommen-Stovner
5TN5 Rommen-Stovner
5TN5 Stovner-Vestli
5TN5 Stovner-Vestli
